@relation OpenOffice_features

@attribute num_verbs numeric
@attribute num_pos_verbs numeric
@attribute pos_verbs_score real
@attribute num_neg_verbs numeric
@attribute neg_verbs_score real
@attribute contain_modal numeric
@attribute modal numeric
@attribute num_nouns numeric
@attribute num_pos_nouns numeric
@attribute pos_nouns_score real
@attribute num_neg_nouns numeric
@attribute neg_nouns_score real
@attribute num_pos_adj numeric
@attribute pos_score real
@attribute num_neg_adj numeric
@attribute neg_score real
@attribute num_adj numeric
@attribute sent_length numeric
@attribute num_code_lines numeric
@attribute num_question_marks numeric
@attribute num_exclamation_marks numeric
@attribute num_slash numeric
@attribute num_underscore numeric
@attribute num_SAD numeric
@attribute num_SMILEY numeric
@attribute num_http numeric
@attribute num_ftp numeric
@attribute num_hash numeric
@attribute num_currency numeric
@attribute num_percentage numeric
@attribute num_brackets_type1 numeric
@attribute num_brackets_type2 numeric
@attribute num_assertive_verbs numeric
@attribute num_requestive_verbs numeric
@attribute num_responsive_verbs numeric
@attribute num_informative_verbs numeric
@attribute num_assertive_expressions numeric
@attribute num_requestive_expressions numeric
@attribute num_responsive_expressions numeric
@attribute overall_sentiment real
@attribute @@class@@ {ENHANCEMENT,DEFECT,FEATURE}


@data
1,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,DEFECT
0,0,0.0,0,0.0,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
7,0,0.0,0,0.0,1,8,3,2,0.15166975881261596,0,0.0,0,0.0,0,0.0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
6,0,0.0,0,0.0,1,10,5,4,0.883613783136883,3,-0.07786809702868099,2,0.7430325149303251,0,0.0,1,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,2,0,0.0,1,-0.02410468319559229,0,0.0,0,0.0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
1,0,0.0,0,0.0,2,-1,2,0,0.0,1,-0.02410468319559229,0,0.0,0,0.0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,1,0.14302112029384761,1,-0.18181818181818182,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,DEFECT
5,0,0.0,0,0.0,2,-1,21,2,0.037873474540608784,4,-0.012178973040718183,0,0.0,4,-0.02000000000000001,4,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
8,0,0.0,0,0.0,2,-1,8,0,0.0,0,0.0,0,0.0,0,0.0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
6,0,0.0,0,0.0,2,-1,11,2,0.043388429752066124,0,0.0,1,0.09090909090909091,3,-0.5004064489906518,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,5,0,0.0,1,-0.3863636363636364,0,0.0,0,0.0,1,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
2,0,0.0,0,0.0,2,-1,4,0,0.0,1,-0.08333333333333333,0,0.0,0,0.0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,5,0,0.0,0,0.0,0,0.0,0,0.0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,ENHANCEMENT
0,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,ENHANCEMENT
1,0,0.0,0,0.0,1,0,1,0,0.0,0,0.0,1,0.34090909090909094,0,0.0,1,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,DEFECT
2,0,0.0,0,0.0,2,-1,6,1,0.3333333333333333,0,0.0,1,0.6100000000000001,2,-0.7391555617898724,1,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
5,0,0.0,0,0.0,1,9,10,0,0.0,0,0.0,0,0.0,0,0.0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1.0,DEFECT
4,0,0.0,0,0.0,2,-1,2,0,0.0,3,-0.10285659786692963,0,0.0,1,-0.5706406664316871,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
6,0,0.0,0,0.0,2,-1,11,0,0.0,1,-0.015000000000000003,0,0.0,0,0.0,4,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0,DEFECT
3,0,0.0,0,0.0,2,-1,3,0,0.0,2,-0.015641707148178,1,0.3476277372262774,1,-0.005000000000000003,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
1,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,1,8,3,0,0.0,0,0.0,0,0.0,2,-0.29545454545454547,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,3,1,0.015330705212439772,1,-0.014225714672808563,0,0.0,0,0.0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,DEFECT
4,0,0.0,0,0.0,2,-1,14,0,0.0,1,-0.015000000000000003,0,0.0,0,0.0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,4,1,0.007923058706971593,0,0.0,2,0.3774115707613097,0,0.0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
5,0,0.0,0,0.0,2,-1,3,1,0.04139240959969419,2,-0.40983606557377056,0,0.0,0,0.0,0,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
1,0,0.0,0,0.0,2,-1,5,2,0.15816326530612246,2,-0.16,1,0.4166666666666667,1,-0.09000000000000001,1,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,1,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,DEFECT
2,0,0.0,0,0.0,2,-1,3,1,0.13636363636363638,1,-0.022092860148688456,0,0.0,0,0.0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,1,0,0.0,2,-0.0598938958262117,0,0.0,0,0.0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
7,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,1,0.08333333333333333,1,-0.11000000000000003,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,1,3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENHANCEMENT
3,0,0.0,0,0.0,1,9,2,0,0.0,2,-0.20272727272727276,0,0.0,2,-0.21853741496598642,1,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,2,1,0.42045454545454547,0,0.0,0,0.0,1,-0.1388888888888889,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
5,0,0.0,0,0.0,2,-1,8,2,0.034779614325068875,0,0.0,2,1.0920965531571871,0,0.0,2,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,DEFECT
2,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,1,0.12741157076130974,0,0.0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENHANCEMENT
5,0,0.0,0,0.0,2,-1,4,0,0.0,0,0.0,0,0.0,0,0.0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,DEFECT
5,0,0.0,0,0.0,2,-1,10,2,0.043795620437956206,0,0.0,0,0.0,0,0.0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,5,1,0.03028044980354966,0,0.0,0,0.0,0,0.0,2,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,ENHANCEMENT
4,0,0.0,0,0.0,2,-1,5,0,0.0,0,0.0,1,0.6100000000000001,0,0.0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
7,0,0.0,0,0.0,1,9,8,2,0.22108843537414968,1,-0.09198423127463864,2,0.125,1,-0.34090909090909094,3,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,2,0,0.0,1,-0.3863636363636364,0,0.0,0,0.0,2,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,3,0,0.0,1,-0.17045454545454547,0,0.0,0,0.0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,6,0,0.0,0,0.0,0,0.0,0,0.0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
7,0,0.0,0,0.0,2,-1,8,1,0.032007858013819265,0,0.0,2,0.764294403892944,1,-0.36000000000000004,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,4,0,0.0,1,-0.10948905109489052,0,0.0,2,-0.8522727272727273,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,0,1,0.04139240959969419,0,0.0,0,0.0,0,0.0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,ENHANCEMENT
5,0,0.0,0,0.0,1,0,10,1,0.029199131233785897,1,-0.1,0,0.0,1,-0.03438458169075778,2,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
16,0,0.0,0,0.0,2,-1,8,2,0.02813276936059851,4,-0.05350315308605194,5,0.8077858880778589,2,-0.045454545454545456,3,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,5,1,0.017006802721088437,0,0.0,0,0.0,0,0.0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,5,1,0.04149021852664021,0,0.0,0,0.0,1,-0.125,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENHANCEMENT
9,0,0.0,0,0.0,2,-1,8,2,0.26391465677179965,4,-0.1521661951133162,0,0.0,0,0.0,5,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,4,0,0.0,0,0.0,1,0.10329447911112895,0,0.0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,4,2,0.03865020696332994,0,0.0,1,0.041666666666666664,1,-0.5,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,DEFECT
8,0,0.0,0,0.0,1,8,12,3,0.03834553567361879,0,0.0,0,0.0,3,-0.5108609944451972,2,1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
2,0,0.0,0,0.0,2,-1,4,0,0.0,1,-0.17045454545454547,0,0.0,0,0.0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
6,0,0.0,0,0.0,2,-1,13,0,0.0,0,0.0,1,0.125,0,0.0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,2,-1,5,2,0.08953530044200217,0,0.0,0,0.0,0,0.0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
6,0,0.0,0,0.0,2,-1,3,0,0.0,2,-0.19000000000000003,0,0.0,0,0.0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,ENHANCEMENT
0,0,0.0,0,0.0,2,-1,4,3,0.17220221508882422,0,0.0,1,0.2718860653408242,1,-0.1193189788189087,2,684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.0,FEATURE
2,0,0.0,0,0.0,2,-1,7,0,0.0,0,0.0,0,0.0,0,0.0,1,265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,1,-0.020339458549586197,1,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1.0,ENHANCEMENT
6,0,0.0,0,0.0,2,-1,5,2,0.26893673727030437,0,0.0,0,0.0,1,-0.08333333333333333,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
0,0,0.0,0,0.0,2,-1,4,0,0.0,0,0.0,0,0.0,0,0.0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,2,-1,6,1,0.25,0,0.0,0,0.0,0,0.0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,1,0,2,0,0.0,1,-0.01379746986656473,0,0.0,1,-0.36000000000000004,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,FEATURE
3,0,0.0,0,0.0,2,-1,2,0,0.0,1,-0.00592536441760696,0,0.0,0,0.0,1,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,0,2,0.06120698924760516,0,0.0,0,0.0,0,0.0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,FEATURE
2,0,0.0,0,0.0,1,0,5,2,0.16837149437745563,0,0.0,0,0.0,0,0.0,1,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
4,0,0.0,0,0.0,1,10,3,2,0.06074345008678221,0,0.0,1,0.14,0,0.0,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,2,-1,1,2,0.037873474540608784,0,0.0,0,0.0,1,-0.022727272727272728,0,461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
0,0,0.0,0,0.0,2,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,2,-1,1,0,0.0,0,0.0,0,0.0,1,-0.125,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,DEFECT
3,0,0.0,0,0.0,2,-1,5,3,0.09438744107102964,0,0.0,1,0.12000000000000002,1,-0.08333333333333333,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,5,0,0.0,0,0.0,0,0.0,0,0.0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,DEFECT
7,0,0.0,0,0.0,2,-1,11,1,0.031578958229822505,3,-0.2782640274276977,0,0.0,0,0.0,2,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,1,8,1,0,0.0,1,-0.022092860148688456,1,0.23,0,0.0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,2,-1,3,1,0.02737226277372263,2,-0.025428004971450816,0,0.0,0,0.0,1,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,4,2,0.16837149437745563,1,-0.015000000000000003,1,0.08333333333333333,0,0.0,2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,ENHANCEMENT
4,0,0.0,0,0.0,2,-1,3,0,0.0,0,0.0,0,0.0,0,0.0,1,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,DEFECT
0,0,0.0,0,0.0,2,-1,9,1,0.18000000000000002,0,0.0,0,0.0,0,0.0,1,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,3,0,0.0,1,-0.022727272727272728,0,0.0,0,0.0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,DEFECT
4,0,0.0,0,0.0,1,0,7,0,0.0,0,0.0,0,0.0,0,0.0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,1,3,0.14721521919024325,4,-0.2536747713922674,0,0.0,1,-0.11000000000000003,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,DEFECT
3,0,0.0,0,0.0,2,-1,5,0,0.0,0,0.0,0,0.0,0,0.0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,1,1,3,0,0.0,0,0.0,0,0.0,0,0.0,1,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,4,4,0.7241904890936188,1,-0.1,2,0.2548231415226195,0,0.0,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,ENHANCEMENT
5,0,0.0,0,0.0,1,0,1,2,0.016556963839877675,0,0.0,1,0.051020408163265314,0,0.0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
2,0,0.0,0,0.0,2,-1,0,1,0.012052341597796145,0,0.0,0,0.0,0,0.0,1,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,2,-1,3,1,0.018936737270304392,0,0.0,0,0.0,0,0.0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,2,-1,4,0,0.0,0,0.0,0,0.0,0,0.0,1,1056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,6,0,0.0,0,0.0,0,0.0,0,0.0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
1,0,0.0,0,0.0,2,-1,0,2,0.04334337185568575,0,0.0,0,0.0,1,-0.026849488006733067,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,FEATURE
2,0,0.0,0,0.0,2,-1,5,0,0.0,1,-0.11826402742769769,1,0.027507817858429914,0,0.0,2,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
10,0,0.0,0,0.0,2,-1,6,1,0.00402808616500622,1,-0.022092860148688456,2,0.25388988876393787,0,0.0,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,ENHANCEMENT
2,0,0.0,0,0.0,2,-1,7,0,0.0,0,0.0,0,0.0,0,0.0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
0,0,0.0,0,0.0,2,-1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,DEFECT
2,0,0.0,0,0.0,2,-1,4,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.0,ENHANCEMENT
9,0,0.0,0,0.0,2,-1,11,0,0.0,2,-0.009961880793264483,0,0.0,0,0.0,2,1250,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
5,0,0.0,0,0.0,2,-1,10,0,0.0,2,-0.007299270072992706,0,0.0,2,-0.7200000000000001,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,5,0,0.0,1,-0.1,0,0.0,0,0.0,1,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,1,0,4,1,0.00402808616500622,0,0.0,0,0.0,1,-0.125,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
6,0,0.0,0,0.0,2,-1,3,1,0.125,2,-0.54,1,0.14302112029384761,0,0.0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,ENHANCEMENT
3,0,0.0,0,0.0,2,-1,4,0,0.0,1,-0.3863636363636364,0,0.0,0,0.0,1,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
2,0,0.0,0,0.0,2,-1,3,1,0.018936737270304392,3,-0.12219257420243762,0,0.0,0,0.0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,FEATURE
8,0,0.0,0,0.0,2,-1,6,0,0.0,1,-0.3551423324150597,3,0.13435374149659862,0,0.0,1,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1.0,DEFECT
5,0,0.0,0,0.0,2,-1,3,1,0.031578958229822505,2,-0.04418572029737691,0,0.0,0,0.0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
4,0,0.0,0,0.0,1,8,13,0,0.0,0,0.0,1,0.4166666666666667,0,0.0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,DEFECT
2,0,0.0,0,0.0,1,8,1,0,0.0,2,-0.12272727272727274,0,0.0,0,0.0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,ENHANCEMENT
4,0,0.0,0,0.0,1,-1,6,0,0.0,1,-0.04820936639118458,0,0.0,0,0.0,1,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
7,0,0.0,0,0.0,2,-1,7,2,0.15700785801381928,0,0.0,0,0.0,0,0.0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-1.0,ENHANCEMENT
1,0,0.0,0,0.0,2,-1,2,0,0.0,0,0.0,0,0.0,0,0.0,1,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
3,0,0.0,0,0.0,1,8,2,2,0.05,0,0.0,0,0.0,0,0.0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,DEFECT
